method,model,case_id,rounds,total_time_minutes,per_round_minutes,logs_path
PEZ,tinyllama-1.1B-chat-v0.1,29,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.1/test_cases/test_cases_individual_behaviors/advbench_subset_29/logs.json
PEZ,tinyllama-1.1B-chat-v0.1,30,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.1/test_cases/test_cases_individual_behaviors/advbench_subset_30/logs.json
PEZ,tinyllama-1.1B-chat-v0.1,31,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.1/test_cases/test_cases_individual_behaviors/advbench_subset_31/logs.json
PEZ,tinyllama-1.1B-chat-v0.1,32,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.1/test_cases/test_cases_individual_behaviors/advbench_subset_32/logs.json
PEZ,tinyllama-1.1B-chat-v0.1,33,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.1/test_cases/test_cases_individual_behaviors/advbench_subset_33/logs.json
PEZ,tinyllama-1.1B-chat-v0.1,34,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.1/test_cases/test_cases_individual_behaviors/advbench_subset_34/logs.json
PEZ,tinyllama-1.1B-chat-v0.1,35,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.1/test_cases/test_cases_individual_behaviors/advbench_subset_35/logs.json
PEZ,tinyllama-1.1B-chat-v0.1,36,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.1/test_cases/test_cases_individual_behaviors/advbench_subset_36/logs.json
PEZ,tinyllama-1.1B-chat-v0.1,37,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.1/test_cases/test_cases_individual_behaviors/advbench_subset_37/logs.json
PEZ,tinyllama-1.1B-chat-v0.1,38,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.1/test_cases/test_cases_individual_behaviors/advbench_subset_38/logs.json
PEZ,tinyllama-1.1B-chat-v0.1,39,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.1/test_cases/test_cases_individual_behaviors/advbench_subset_39/logs.json
PEZ,tinyllama-1.1B-chat-v0.1,40,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.1/test_cases/test_cases_individual_behaviors/advbench_subset_40/logs.json
PEZ,tinyllama-1.1B-chat-v0.1,41,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.1/test_cases/test_cases_individual_behaviors/advbench_subset_41/logs.json
PEZ,tinyllama-1.1B-chat-v0.1,42,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.1/test_cases/test_cases_individual_behaviors/advbench_subset_42/logs.json
PEZ,tinyllama-1.1B-chat-v0.1,43,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.1/test_cases/test_cases_individual_behaviors/advbench_subset_43/logs.json
PEZ,tinyllama-1.1B-chat-v0.1,44,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.1/test_cases/test_cases_individual_behaviors/advbench_subset_44/logs.json
PEZ,tinyllama-1.1B-chat-v0.1,45,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.1/test_cases/test_cases_individual_behaviors/advbench_subset_45/logs.json
PEZ,tinyllama-1.1B-chat-v0.1,46,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.1/test_cases/test_cases_individual_behaviors/advbench_subset_46/logs.json
PEZ,tinyllama-1.1B-chat-v0.1,47,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.1/test_cases/test_cases_individual_behaviors/advbench_subset_47/logs.json
PEZ,tinyllama-1.1B-chat-v0.1,48,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.1/test_cases/test_cases_individual_behaviors/advbench_subset_48/logs.json
PEZ,tinyllama-1.1B-chat-v0.1,49,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.1/test_cases/test_cases_individual_behaviors/advbench_subset_49/logs.json
PEZ,tinyllama-1.1B-chat-v0.1,50,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.1/test_cases/test_cases_individual_behaviors/advbench_subset_50/logs.json
PEZ,tinyllama-1.1B-chat-v0.2,1,500.0,-1,-1,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.2/test_cases/test_cases_individual_behaviors/advbench_subset_1/logs.json
PEZ,tinyllama-1.1B-chat-v0.2,2,500.0,-1,-1,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.2/test_cases/test_cases_individual_behaviors/advbench_subset_2/logs.json
PEZ,tinyllama-1.1B-chat-v0.2,3,500.0,-1,-1,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.2/test_cases/test_cases_individual_behaviors/advbench_subset_3/logs.json
PEZ,tinyllama-1.1B-chat-v0.2,4,500.0,-1,-1,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.2/test_cases/test_cases_individual_behaviors/advbench_subset_4/logs.json
PEZ,tinyllama-1.1B-chat-v0.2,5,500.0,-1,-1,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.2/test_cases/test_cases_individual_behaviors/advbench_subset_5/logs.json
PEZ,tinyllama-1.1B-chat-v0.2,6,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.2/test_cases/test_cases_individual_behaviors/advbench_subset_6/logs.json
PEZ,tinyllama-1.1B-chat-v0.2,7,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.2/test_cases/test_cases_individual_behaviors/advbench_subset_7/logs.json
PEZ,tinyllama-1.1B-chat-v0.2,8,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.2/test_cases/test_cases_individual_behaviors/advbench_subset_8/logs.json
PEZ,tinyllama-1.1B-chat-v0.2,9,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.2/test_cases/test_cases_individual_behaviors/advbench_subset_9/logs.json
PEZ,tinyllama-1.1B-chat-v0.2,10,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.2/test_cases/test_cases_individual_behaviors/advbench_subset_10/logs.json
PEZ,tinyllama-1.1B-chat-v0.2,11,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.2/test_cases/test_cases_individual_behaviors/advbench_subset_11/logs.json
PEZ,tinyllama-1.1B-chat-v0.2,12,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.2/test_cases/test_cases_individual_behaviors/advbench_subset_12/logs.json
PEZ,tinyllama-1.1B-chat-v0.2,13,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.2/test_cases/test_cases_individual_behaviors/advbench_subset_13/logs.json
PEZ,tinyllama-1.1B-chat-v0.2,14,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.2/test_cases/test_cases_individual_behaviors/advbench_subset_14/logs.json
PEZ,tinyllama-1.1B-chat-v0.2,15,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.2/test_cases/test_cases_individual_behaviors/advbench_subset_15/logs.json
PEZ,tinyllama-1.1B-chat-v0.2,16,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.2/test_cases/test_cases_individual_behaviors/advbench_subset_16/logs.json
PEZ,tinyllama-1.1B-chat-v0.2,17,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.2/test_cases/test_cases_individual_behaviors/advbench_subset_17/logs.json
PEZ,tinyllama-1.1B-chat-v0.2,18,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.2/test_cases/test_cases_individual_behaviors/advbench_subset_18/logs.json
PEZ,tinyllama-1.1B-chat-v0.2,19,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.2/test_cases/test_cases_individual_behaviors/advbench_subset_19/logs.json
PEZ,tinyllama-1.1B-chat-v0.2,20,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.2/test_cases/test_cases_individual_behaviors/advbench_subset_20/logs.json
PEZ,tinyllama-1.1B-chat-v0.2,21,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.2/test_cases/test_cases_individual_behaviors/advbench_subset_21/logs.json
PEZ,tinyllama-1.1B-chat-v0.2,22,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.2/test_cases/test_cases_individual_behaviors/advbench_subset_22/logs.json
PEZ,tinyllama-1.1B-chat-v0.2,23,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.2/test_cases/test_cases_individual_behaviors/advbench_subset_23/logs.json
PEZ,tinyllama-1.1B-chat-v0.2,24,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.2/test_cases/test_cases_individual_behaviors/advbench_subset_24/logs.json
PEZ,tinyllama-1.1B-chat-v0.2,25,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.2/test_cases/test_cases_individual_behaviors/advbench_subset_25/logs.json
PEZ,tinyllama-1.1B-chat-v0.2,26,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.2/test_cases/test_cases_individual_behaviors/advbench_subset_26/logs.json
PEZ,tinyllama-1.1B-chat-v0.2,27,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.2/test_cases/test_cases_individual_behaviors/advbench_subset_27/logs.json
PEZ,tinyllama-1.1B-chat-v0.2,28,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.2/test_cases/test_cases_individual_behaviors/advbench_subset_28/logs.json
PEZ,tinyllama-1.1B-chat-v0.2,29,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.2/test_cases/test_cases_individual_behaviors/advbench_subset_29/logs.json
PEZ,tinyllama-1.1B-chat-v0.2,30,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.2/test_cases/test_cases_individual_behaviors/advbench_subset_30/logs.json
PEZ,tinyllama-1.1B-chat-v0.2,31,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.2/test_cases/test_cases_individual_behaviors/advbench_subset_31/logs.json
PEZ,tinyllama-1.1B-chat-v0.2,32,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.2/test_cases/test_cases_individual_behaviors/advbench_subset_32/logs.json
PEZ,tinyllama-1.1B-chat-v0.2,33,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.2/test_cases/test_cases_individual_behaviors/advbench_subset_33/logs.json
PEZ,tinyllama-1.1B-chat-v0.2,34,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.2/test_cases/test_cases_individual_behaviors/advbench_subset_34/logs.json
PEZ,tinyllama-1.1B-chat-v0.2,35,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.2/test_cases/test_cases_individual_behaviors/advbench_subset_35/logs.json
PEZ,tinyllama-1.1B-chat-v0.2,36,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.2/test_cases/test_cases_individual_behaviors/advbench_subset_36/logs.json
PEZ,tinyllama-1.1B-chat-v0.2,37,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.2/test_cases/test_cases_individual_behaviors/advbench_subset_37/logs.json
PEZ,tinyllama-1.1B-chat-v0.2,38,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.2/test_cases/test_cases_individual_behaviors/advbench_subset_38/logs.json
PEZ,tinyllama-1.1B-chat-v0.2,39,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.2/test_cases/test_cases_individual_behaviors/advbench_subset_39/logs.json
PEZ,tinyllama-1.1B-chat-v0.2,40,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.2/test_cases/test_cases_individual_behaviors/advbench_subset_40/logs.json
PEZ,tinyllama-1.1B-chat-v0.2,41,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.2/test_cases/test_cases_individual_behaviors/advbench_subset_41/logs.json
PEZ,tinyllama-1.1B-chat-v0.2,42,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.2/test_cases/test_cases_individual_behaviors/advbench_subset_42/logs.json
PEZ,tinyllama-1.1B-chat-v0.2,43,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.2/test_cases/test_cases_individual_behaviors/advbench_subset_43/logs.json
PEZ,tinyllama-1.1B-chat-v0.2,44,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.2/test_cases/test_cases_individual_behaviors/advbench_subset_44/logs.json
PEZ,tinyllama-1.1B-chat-v0.2,45,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.2/test_cases/test_cases_individual_behaviors/advbench_subset_45/logs.json
PEZ,tinyllama-1.1B-chat-v0.2,46,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.2/test_cases/test_cases_individual_behaviors/advbench_subset_46/logs.json
PEZ,tinyllama-1.1B-chat-v0.2,47,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.2/test_cases/test_cases_individual_behaviors/advbench_subset_47/logs.json
PEZ,tinyllama-1.1B-chat-v0.2,48,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.2/test_cases/test_cases_individual_behaviors/advbench_subset_48/logs.json
PEZ,tinyllama-1.1B-chat-v0.2,49,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.2/test_cases/test_cases_individual_behaviors/advbench_subset_49/logs.json
PEZ,tinyllama-1.1B-chat-v0.2,50,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.2/test_cases/test_cases_individual_behaviors/advbench_subset_50/logs.json
PEZ,tinyllama-1.1B-chat-v0.3,1,500.0,-1,-1,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.3/test_cases/test_cases_individual_behaviors/advbench_subset_1/logs.json
PEZ,tinyllama-1.1B-chat-v0.3,2,500.0,-1,-1,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.3/test_cases/test_cases_individual_behaviors/advbench_subset_2/logs.json
PEZ,tinyllama-1.1B-chat-v0.3,3,500.0,-1,-1,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.3/test_cases/test_cases_individual_behaviors/advbench_subset_3/logs.json
PEZ,tinyllama-1.1B-chat-v0.3,4,500.0,-1,-1,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.3/test_cases/test_cases_individual_behaviors/advbench_subset_4/logs.json
PEZ,tinyllama-1.1B-chat-v0.3,5,500.0,-1,-1,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.3/test_cases/test_cases_individual_behaviors/advbench_subset_5/logs.json
PEZ,tinyllama-1.1B-chat-v0.3,6,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.3/test_cases/test_cases_individual_behaviors/advbench_subset_6/logs.json
PEZ,tinyllama-1.1B-chat-v0.3,7,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.3/test_cases/test_cases_individual_behaviors/advbench_subset_7/logs.json
PEZ,tinyllama-1.1B-chat-v0.3,8,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.3/test_cases/test_cases_individual_behaviors/advbench_subset_8/logs.json
PEZ,tinyllama-1.1B-chat-v0.3,9,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.3/test_cases/test_cases_individual_behaviors/advbench_subset_9/logs.json
PEZ,tinyllama-1.1B-chat-v0.3,10,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.3/test_cases/test_cases_individual_behaviors/advbench_subset_10/logs.json
PEZ,tinyllama-1.1B-chat-v0.3,11,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.3/test_cases/test_cases_individual_behaviors/advbench_subset_11/logs.json
PEZ,tinyllama-1.1B-chat-v0.3,12,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.3/test_cases/test_cases_individual_behaviors/advbench_subset_12/logs.json
PEZ,tinyllama-1.1B-chat-v0.3,13,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.3/test_cases/test_cases_individual_behaviors/advbench_subset_13/logs.json
PEZ,tinyllama-1.1B-chat-v0.3,14,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.3/test_cases/test_cases_individual_behaviors/advbench_subset_14/logs.json
PEZ,tinyllama-1.1B-chat-v0.3,15,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.3/test_cases/test_cases_individual_behaviors/advbench_subset_15/logs.json
PEZ,tinyllama-1.1B-chat-v0.3,16,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.3/test_cases/test_cases_individual_behaviors/advbench_subset_16/logs.json
PEZ,tinyllama-1.1B-chat-v0.3,17,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.3/test_cases/test_cases_individual_behaviors/advbench_subset_17/logs.json
PEZ,tinyllama-1.1B-chat-v0.3,18,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.3/test_cases/test_cases_individual_behaviors/advbench_subset_18/logs.json
PEZ,tinyllama-1.1B-chat-v0.3,19,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.3/test_cases/test_cases_individual_behaviors/advbench_subset_19/logs.json
PEZ,tinyllama-1.1B-chat-v0.3,20,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.3/test_cases/test_cases_individual_behaviors/advbench_subset_20/logs.json
PEZ,tinyllama-1.1B-chat-v0.3,21,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.3/test_cases/test_cases_individual_behaviors/advbench_subset_21/logs.json
PEZ,tinyllama-1.1B-chat-v0.3,22,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.3/test_cases/test_cases_individual_behaviors/advbench_subset_22/logs.json
PEZ,tinyllama-1.1B-chat-v0.3,23,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.3/test_cases/test_cases_individual_behaviors/advbench_subset_23/logs.json
PEZ,tinyllama-1.1B-chat-v0.3,24,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.3/test_cases/test_cases_individual_behaviors/advbench_subset_24/logs.json
PEZ,tinyllama-1.1B-chat-v0.3,25,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.3/test_cases/test_cases_individual_behaviors/advbench_subset_25/logs.json
PEZ,tinyllama-1.1B-chat-v0.3,26,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.3/test_cases/test_cases_individual_behaviors/advbench_subset_26/logs.json
PEZ,tinyllama-1.1B-chat-v0.3,27,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.3/test_cases/test_cases_individual_behaviors/advbench_subset_27/logs.json
PEZ,tinyllama-1.1B-chat-v0.3,28,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.3/test_cases/test_cases_individual_behaviors/advbench_subset_28/logs.json
PEZ,tinyllama-1.1B-chat-v0.3,29,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.3/test_cases/test_cases_individual_behaviors/advbench_subset_29/logs.json
PEZ,tinyllama-1.1B-chat-v0.3,30,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.3/test_cases/test_cases_individual_behaviors/advbench_subset_30/logs.json
PEZ,tinyllama-1.1B-chat-v0.3,31,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.3/test_cases/test_cases_individual_behaviors/advbench_subset_31/logs.json
PEZ,tinyllama-1.1B-chat-v0.3,32,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.3/test_cases/test_cases_individual_behaviors/advbench_subset_32/logs.json
PEZ,tinyllama-1.1B-chat-v0.3,33,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.3/test_cases/test_cases_individual_behaviors/advbench_subset_33/logs.json
PEZ,tinyllama-1.1B-chat-v0.3,34,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.3/test_cases/test_cases_individual_behaviors/advbench_subset_34/logs.json
PEZ,tinyllama-1.1B-chat-v0.3,35,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.3/test_cases/test_cases_individual_behaviors/advbench_subset_35/logs.json
PEZ,tinyllama-1.1B-chat-v0.3,36,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.3/test_cases/test_cases_individual_behaviors/advbench_subset_36/logs.json
PEZ,tinyllama-1.1B-chat-v0.3,37,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.3/test_cases/test_cases_individual_behaviors/advbench_subset_37/logs.json
PEZ,tinyllama-1.1B-chat-v0.3,38,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.3/test_cases/test_cases_individual_behaviors/advbench_subset_38/logs.json
PEZ,tinyllama-1.1B-chat-v0.3,39,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.3/test_cases/test_cases_individual_behaviors/advbench_subset_39/logs.json
PEZ,tinyllama-1.1B-chat-v0.3,40,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.3/test_cases/test_cases_individual_behaviors/advbench_subset_40/logs.json
PEZ,tinyllama-1.1B-chat-v0.3,41,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.3/test_cases/test_cases_individual_behaviors/advbench_subset_41/logs.json
PEZ,tinyllama-1.1B-chat-v0.3,42,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.3/test_cases/test_cases_individual_behaviors/advbench_subset_42/logs.json
PEZ,tinyllama-1.1B-chat-v0.3,43,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.3/test_cases/test_cases_individual_behaviors/advbench_subset_43/logs.json
PEZ,tinyllama-1.1B-chat-v0.3,44,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.3/test_cases/test_cases_individual_behaviors/advbench_subset_44/logs.json
PEZ,tinyllama-1.1B-chat-v0.3,45,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.3/test_cases/test_cases_individual_behaviors/advbench_subset_45/logs.json
PEZ,tinyllama-1.1B-chat-v0.3,46,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.3/test_cases/test_cases_individual_behaviors/advbench_subset_46/logs.json
PEZ,tinyllama-1.1B-chat-v0.3,47,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.3/test_cases/test_cases_individual_behaviors/advbench_subset_47/logs.json
